,Rank,Company,Industry,Address,City,State / Country,Postal Code,Country,"Revenue (in millions, USD)",Employees,Ticker,Website,CEO,Indian_cities,Department_in_india
292,293,EXOR Group,Diversified Financials,Gustav Mahlerplein 25,Amsterdam,Netherlands,01082,Netherlands,"$47,011",74353.0,EXXRF,www.exor.com,John Elkann,[],"['EXOR Group does not have a public presence in India.  Their focus is on European and American markets.  As such, it is unlikely they would have hiring opportunities in India.']"
293,294,GSK,Pharmaceuticals,980 Great West Rd.,Brentford,Britain,TW8 9GS,Britain,"$46,915",90096.0,GSK,www.gsk.com,,"['Mumbai', 'Gurgaon', 'Hyderabad', 'Bangalore']","['Research and Development', 'Manufacturing', 'Sales and Marketing', 'Finance', 'Human Resources', 'Information Technology']"
294,295,Bharat Petroleum,Petroleum Refining,4&6 Currimbhoy Rd.,Mumbai,India,400001,India,"$46,867",9193.0,,www.bharatpetroleum.in,,"['Mumbai', 'Delhi', 'Kolkata', 'Chennai', 'Bangalore', 'Hyderabad', 'Pune', 'Ahmedabad', 'Surat', 'Vadodara', 'Indore', 'Jaipur', 'Lucknow', 'Kanpur', 'Nagpur', 'Coimbatore', 'Chandigarh', 'Bhubaneswar', 'Visakhapatnam', 'Vijayawada', 'Ghaziabad', 'Faridabad', 'Gurugram', 'Noida', 'Patna', 'Ranchi', 'Guwahati', 'Thiruvananthapuram', 'Kochi', 'Mangalore', 'Goa', 'Jodhpur', 'Ludhiana', 'Agra', 'Amritsar', 'Dehradun', 'Vadodara', 'Udaipur', 'Surat', 'Rajkot', 'Nashik', 'Aurangabad', 'Nagpur', 'Raipur', 'Bhopal', 'Indore', 'Jabalpur', 'Gwalior', 'Kanpur', 'Allahabad', 'Varanasi', 'Gorakhpur', 'Lucknow', 'Meerut', 'Agra', 'Jodhpur', 'Jaipur', 'Udaipur', 'Kota', 'Ajmer', 'Bikaner', 'Jalandhar', 'Amritsar', 'Ludhiana', 'Patiala', 'Chandigarh', 'Mohali', 'Panchkula', 'Dehradun', 'Haridwar', 'Roorkee', 'Nainital', 'Shimla', 'Dharamsala', 'Srinagar', 'Jammu', 'Leh', 'Kargil', 'Gangtok', 'Aizawl', 'Imphal', 'Itanagar', 'Shillong', 'Guwahati', 'Dispur', 'Silchar', 'Agartala', 'Kolkata', 'Howrah', 'Asansol', 'Durgapur', 'Haldia', 'Siliguri', 'Bhubaneswar', 'Cuttack', 'Puri', 'Rourkela', 'Sambalpur', 'Visakhapatnam', 'Vijayawada', 'Guntur', 'Nellore', 'Tirupati', 'Chennai', 'Coimbatore', 'Madurai', 'Tiruchirappalli', 'Salem', 'Erode', 'Bangalore', 'Mysore', 'Mangalore', 'Hubli-Dharwad', 'Belgaum', 'Gulbarga', 'Hyderabad', 'Secunderabad', 'Warangal', 'Nizamabad', 'Kurnool', 'Tirupati', 'Vijayawada', 'Visakhapatnam', 'Pune', 'Nagpur', 'Mumbai', 'Thane', 'Navi Mumbai', 'Surat', 'Vadodara', 'Ahmedabad', 'Rajkot', 'Jamnagar', 'Bhavnagar', 'Junagadh', 'Surat', 'Vadodara', 'Ahmedabad', 'Rajkot', 'Jamnagar', 'Bhavnagar', 'Junagadh', 'Chandigarh', 'Panchkula', 'Mohali', 'Ludhiana', 'Amritsar', 'Jalandhar', 'Patiala', 'Dehradun', 'Haridwar', 'Roorkee', 'Nainital', 'Shimla', 'Dharamsala', 'Srinagar', 'Jammu', 'Leh', 'Kargil', 'Gangtok', 'Aizawl', 'Imphal', 'Itanagar', 'Shillong', 'Guwahati', 'Dispur', 'Silchar', 'Agartala', 'Kolkata', 'Howrah', 'Asansol', 'Durgapur', 'Haldia', 'Siliguri', 'Bhubaneswar', 'Cuttack', 'Puri', 'Rourkela', 'Sambalpur', 'Visakhapatnam', 'Vijayawada', 'Guntur', 'Nellore', 'Tirupati', 'Chennai', 'Coimbatore', 'Madurai', 'Tiruchirappalli', 'Salem', 'Erode', 'Bangalore', 'Mysore', 'Mangalore', 'Hubli-Dharwad', 'Belgaum', 'Gulbarga', 'Hyderabad', 'Secunderabad', 'Warangal', 'Nizamabad', 'Kurnool', 'Tirupati', 'Vijayawada', 'Visakhapatnam', 'Pune', 'Nagpur', 'Mumbai', 'Thane', 'Navi Mumbai', 'Surat', 'Vadodara', 'Ahmedabad', 'Rajkot', 'Jamnagar', 'Bhavnagar', 'Junagadh', 'Surat', 'Vadodara', 'Ahmedabad', 'Rajkot', 'Jamnagar', 'Bhavnagar', 'Junagadh']","['Refineries', 'Marketing', 'Pipelines', 'Exploration & Production', 'Petrochemicals', 'Power', 'Renewable Energy', 'Information Technology', 'Finance', 'Human Resources', 'Legal', 'Corporate Communications', 'Safety & Environment', 'Research & Development']"
295,296,Swiss Re,Insurance: Property and Casualty (Stock),Mythenquai 50/60,Zurich,Switzerland,08022,Switzerland,"$46,739",13985.0,SSREY,www.swissre.com,Christian Mumenthaler,"['Mumbai', 'Bangalore']","['Reinsurance', 'Life & Health', 'Property & Casualty', 'Corporate & Markets']"
296,297,China National Coal Group,"Mining, Crude-Oil Production",1 Huangsi St.,Beijing,China,100120,China,"$46,665",149898.0,,www.chinacoal.com,Wang Shudong,[],['China National Coal Group does not have offices or hire in India.']
297,298,Intesa Sanpaolo,Banks: Commercial and Savings,Piazza San Carlo 156,Turin,Italy,10121,Italy,"$46,584",97698.0,ISNPY,www.group.intesasanpaolo.com,Carlo Messina,[],"['Intesa Sanpaolo does not have offices in India. Therefore, it does not hire in India.']"
298,299,Susun Construction Group,Engineering & Construction,65 Huanlong Rd.,Shanghai,China,200137,China,"$46,478",153242.0,,www.ss-ceo.com,,[],[]
299,300,Telefónica,Telecommunications,Distrito Telefónica,Madrid,Spain,28050,Spain,"$46,439",104150.0,TEF,www.telefonica.com,Jose Maria Alvarez-Pallete,"['Bangalore', 'Mumbai', 'Gurugram', 'Chennai', 'Hyderabad']","['Technology', 'Engineering', 'Sales', 'Marketing', 'Finance', 'Human Resources', 'Operations']"
300,301,Bristol-Myers Squibb,Pharmaceuticals,430 E. 29th St.,New York,New York,10016,U.S.,"$46,385",32200.0,BMY,www.bms.com,Giovanni Caforio,"['Mumbai', 'Hyderabad', 'Gurgaon']","['Research and Development', 'Commercial Operations', 'Manufacturing', 'Information Technology', 'Finance', 'Human Resources']"
301,302,Zhejiang Communications Investment Group,Transportation and Logistics,199 Wuxing Rd.,Hangzhou,China,310020,China,"$46,382",40776.0,,www.cncico.com,Yu Zhihong,[],[]
302,303,Sanofi,Pharmaceuticals,54 Rue la Boétie,Paris,France,75008,France,"$46,318",95442.0,SNY,www.sanofi.com,Paul Hudson,"['Mumbai', 'Hyderabad', 'Gurgaon']","['Research & Development', 'Manufacturing', 'Sales & Marketing', 'Finance', 'Human Resources', 'IT', 'Legal']"
303,304,Iberdrola,Utilities,Plaza Euskadi 5,Bilbao,Spain,48009,Spain,"$46,246",38702.0,IBDRY,www.iberdrola.com,Ignacio S. Galan,[],"['Iberdrola does not currently have offices or directly hire in India. They primarily focus on operations in Europe, the Americas, and Australia.']"
304,305,LyondellBasell Industries,Chemicals,Delftseplein 27E,Rotterdam,Netherlands,03013,Netherlands,"$46,173",19100.0,LYB,www.lyondellbasell.com,Chris Vandyke,"['Mumbai', 'New Delhi']","['Engineering', 'Operations', 'Sales', 'Marketing', 'Finance', 'Human Resources']"
305,306,Hanwha,"Insurance: Life, Health (Stock)",86 Cheonggyecheon-ro,Seoul,South Korea,04541,South Korea,"$46,171",53198.0,,www.hanwhacorp.co.kr,Sungsoo Lee,"['Mumbai', 'Delhi', 'Bangalore', 'Chennai', 'Hyderabad']","['Engineering', 'Sales & Marketing', 'Finance', 'Human Resources', 'Operations']"
306,307,Royal Bank of Canada,Banks: Commercial and Savings,200 Bay St.,"Toronto, Ontario",Canada,M5J 2J5,Canada,"$45,981",85301.0,RY,www.rbc.com,David I. Mckay,[],"[""RBC does have a presence in India. It operates through RBC Capital Markets, offering investment banking, advisory, and trading services. They also have a technology hub in Hyderabad, which focuses on software development and other technology-related services. While RBC does hire in India, specific job openings and hiring processes vary based on their needs and the specific department or location. To find out about current job openings and opportunities, it's best to visit their official careers website or contact them directly.""]"
307,308,Alimentation Couche-Tard,Specialty Retailers,4204 Industriel Blvd.,"Laval, Quebec",Canada,H7L 0E3,Canada,"$45,760",124000.0,ANCTF,corpo.couche-tard.com,,[],[]
308,309,MS&AD Insurance Group Holdings,Insurance: Property and Casualty (Stock),2-27-2 Shinkawa,Tokyo,Japan,104-0033,Japan,"$45,685",39962.0,MSADY,www.ms-ad-hd.com,Yasuyoshi Karasawa,[],['MS&AD Insurance Group Holdings does not have offices or hire in India.']
309,310,ZF Friedrichshafen,Motor Vehicles & Parts,Löwentaler Str. 20,Friedrichshafen,Germany,88046,Germany,"$45,299",157549.0,,www.zf.com,,[],['ZF Friedrichshafen does not have offices or hire in India.']
310,311,Pegatron,"Electronics, Electrical Equip.",76 Ligong St.,Taipei,Taiwan,00112,Taiwan,"$45,247",132157.0,,www.pegatroncorp.com,Syh-Jang Liao,"['Bengaluru', 'Chennai', 'Hyderabad']","['Manufacturing', 'Engineering', 'Quality', 'Supply Chain', 'Human Resources']"
311,312,Continental,Motor Vehicles & Parts,Vahrenwalder Str. 9,Hannover,Germany,30165,Germany,"$45,163",190875.0,CTTAY,www.continental.com,,"['Mumbai', 'Bangalore', 'Delhi']","['Engineering', 'IT', 'Finance', 'Sales', 'Marketing']"
312,313,Nike,Apparel,1 Bowerman Dr.,Beaverton,Oregon,97005,U.S.,"$44,538",73300.0,NKE,www.nike.com,,"['Bangalore', 'New Delhi']","['Marketing', 'Sales', 'Finance', 'Operations', 'IT', 'Human Resources']"
313,314,Bouygues,Engineering & Construction,32 Ave. Hoche,Paris,France,75008,France,"$44,508",124651.0,BOUYY,www.bouygues.com,Olivier Roussat,[],['Bouygues does not have offices or hire in India.']
314,315,China South Industries Group,Aerospace & Defense,10 Chedaogou St.,Beijing,China,100089,China,"$44,374",162498.0,,www.csgc.com.cn,,[],['China South Industries Group does not have offices or hire in India.']
315,316,Fresenius,Health Care: Medical Facilities,Else Kröner Str. 1,Bad Homburg,Germany,61352,Germany,"$44,361",281011.0,FSNUY,www.fresenius.com,Stephan Sturm,"['Mumbai', 'Gurgaon', 'Bangalore']","['Medical Devices', 'Dialysis Services', 'Pharmaceuticals', 'Healthcare Services']"
316,317,Compal Electronics,"Computers, Office Equipment",581 Ruiguang Rd.,Taipei,Taiwan,11492,Taiwan,"$44,243",109709.0,,www.compal.com,Joe Chen,"['Bangalore', 'New Delhi']","['Research & Development', 'Manufacturing', 'Sales and Marketing']"
317,318,Deere,Construction and Farm Machinery,1 John Deere Place,Moline,Illinois,61265,U.S.,"$44,024",75550.0,DE,www.deere.com,John C. May,"['Pune', 'Gurgaon', 'Chennai', 'Hyderabad']","['Engineering', 'Sales and Marketing', 'Finance', 'Human Resources', 'Information Technology', 'Manufacturing', 'Supply Chain']"
318,319,George Weston,Food & Drug Stores,22 St. Clair Ave. E.,"Toronto, Ontario",Canada,M4T 2S5,Canada,"$43,925",215298.0,WNGRF,www.weston.ca,Galen G. Weston,[],['George Weston does not have offices or hire in India.']
319,320,American Express,Diversified Financials,200 Vesey St.,New York,New York,10285,U.S.,"$43,663",64000.0,AXP,www.americanexpress.com,Stephen J. Squeri,"['Mumbai', 'New Delhi', 'Gurgaon', 'Bangalore']","['Technology', 'Operations', 'Customer Service', 'Finance', 'Marketing']"
320,321,Shanghai Construction Group,Engineering & Construction,666 Da Ming Rd.,Shanghai,China,200080,China,"$43,572",51369.0,,www.scg.com.cn,Bian Jiajun,[],"['Shanghai Construction Group does not have any offices in India. Therefore, it does not hire in India.']"
321,322,China Aerospace Science & Technology,Aerospace & Defense,16 Fucheng Rd.,Beijing,China,100048,China,"$43,420",180521.0,,www.spacechina.com,Wu Yansheng,[],[]
322,323,Volvo,Motor Vehicles & Parts,Gropegårdsgatan 2,Göteborg,Sweden,417 15,Sweden,"$43,388",89195.0,VLVLY,www.volvogroup.com,Martin Lundstedt,"['Bangalore', 'Pune', 'Delhi']","['Sales', 'Marketing', 'After Sales', 'Manufacturing', 'Research & Development']"
323,324,China Electronics,"Electronics, Electrical Equip.",3 Kefa Rd.,Shenzhen,China,518057,China,"$43,118",191126.0,,www.cec.com.cn,,[],"[""China Electronics Corporation (CEC) does have a presence in India, but information regarding specific office locations and hiring practices is limited. For the most accurate and up-to-date information, it's recommended to visit CEC's official website or reach out to their representatives directly.""]"
324,325,Abbott Laboratories,Medical Products and Equipment,100 Abbott Park Rd.,Abbott Park,Illinois,60064,U.S.,"$43,075",113000.0,ABT,www.abbott.com,Robert B. Ford,"['Mumbai', 'Bangalore', 'Hyderabad', 'Gurgaon']","['Research and Development', 'Manufacturing', 'Sales and Marketing', 'Finance', 'Human Resources', 'Information Technology']"
325,326,China Huadian,Utilities,2 Xuanwumennei St.,Beijing,China,100031,China,"$42,855",92217.0,,www.chd.com.cn,Wen Shugang,[],['China Huadian Corporation does not have offices or hiring activities in India. Their operations are primarily focused within China and other international markets.']
326,327,StoneX Group,Diversified Financials,230 Park Ave.,New York,New York,10169,U.S.,"$42,534",3242.0,SNEX,www.stonex.com,Sean M. O'Connor,[],['StoneX Group does not have offices in India and therefore does not hire there.']
327,328,Shougang Group,Metals,68 Shijingshan Rd.,Beijing,China,100041,China,"$42,090",96432.0,,www.shougang.com.cn,Zhang Gongyan,[],[]
328,329,Plains GP Holdings,Pipelines,333 Clay St.,Houston,Texas,77002,U.S.,"$42,078",4100.0,PAGP,www.plains.com,,[],['Plains GP Holdings does not have offices or hire in India.']
329,330,OMV Group,Petroleum Refining,Trabrennstr. 6-8,Vienna,Austria,01020,Austria,"$42,038",22434.0,OMVKY,www.omv.com,Alfred Stern,[],['OMV Group does not have any offices in India and does not hire in India.']
330,331,Anglo American,"Mining, Crude-Oil Production",17 Charterhouse St.,London,Britain,EC1N 6RA,Britain,"$41,554",62000.0,NGLOY,www.angloamerican.com,Mark Cutifani,"['Mumbai', 'Hyderabad']","['Mining', 'Marketing', 'Finance', 'Human Resources']"
331,332,Shandong Iron & Steel Group,Metals,2000 Shunhua St.,Jinan,China,250101,China,"$41,319",34171.0,,www.shansteelgroup.com,Hou Jun,[],['Shandong Iron & Steel Group does not currently have offices or hiring operations in India.']
332,333,Itaú Unibanco Holding,Banks: Commercial and Savings,Praça Alfredo Egydio de Souza Aranha 100,São Paulo,Brazil,04344-902,Brazil,"$41,175",99598.0,ITUB,www.itau.com.br,Candido Botelho Bracher,[],['Itaú Unibanco Holding does not currently have offices or hire in India.']
333,334,China Taiping Insurance Group,"Insurance: Life, Health (Mutual)",18 King Wah Rd.,Hong Kong,China,999077,China,"$41,091",68441.0,,www.cntaiping.com,Wei Yu,[],['China Taiping Insurance Group does not have offices or hire in India.']
334,335,SNCF Group,Railroads,2 Place aux Etoiles,St. Denis,France,93200,France,"$41,088",270296.0,,www.sncf.com,Jean-Pierre Farandou,[],['SNCF Group does not have offices or hire in India.']
335,336,Hangzhou Iron and Steel Group,Metals,178 Banshan Rd.,Hangzhou,China,310022,China,"$41,009",11179.0,,www.hzsteel.com,,[],[]
336,337,DZ Bank,Banks: Commercial and Savings,Platz der Republik,Frankfurt,Germany,60265,Germany,"$41,005",28913.0,,www.dzbank.com,Uwe Frohlich,[],['DZ Bank does not have offices or hire in India.']
337,338,Chubb,Insurance: Property and Casualty (Stock),Bärengasse 32,Zurich,Switzerland,08001,Switzerland,"$40,963",31000.0,CB,www.chubb.com,Evan G. Greenberg,"['Mumbai', 'New Delhi', 'Bangalore']","['Insurance Sales', 'Claims Processing', 'Underwriting', 'Risk Management', 'Technology']"
338,339,Jinchuan Group,Metals,98 Jinchuan Rd.,Jinchang City,China,737100,China,"$40,958",29100.0,,www.jnmc.com,Wang Yongqian,[],[]
339,340,La Poste,"Mail, Package and Freight Delivery",9 Rue du Colonel Pierre Avia,Paris,France,75015,France,"$40,919",244980.0,,www.groupelaposte.com,Philippe Wahl,[],[]
340,341,China Aerospace Science & Industry,Aerospace & Defense,8A Fucheng Rd.,Beijing,China,100048,China,"$40,856",141678.0,,www.casic.com.cn,Gao Hongwei,[],[]
341,342,J. Sainsbury,Food & Drug Stores,33 Holborn,London,Britain,EC1N 2HT,Britain,"$40,832",117000.0,JSAIY,www.about.sainsburys.co.uk,Simon Roberts,[],['J. Sainsbury does not have offices or hire in India. They operate primarily in the United Kingdom.']
342,343,Enterprise Products Partners,Pipelines,1100 Louisiana St.,Houston,Texas,77002,U.S.,"$40,807",6911.0,EPD,www.enterpriseproducts.com,A. James Teague,[],['Enterprise Products Partners does not have offices or hire in India.']
343,344,ThyssenKrupp,Metals,ThyssenKrupp Allee 1,Essen,Germany,45143,Germany,"$40,648",101275.0,TKAMY,www.thyssenkrupp.com,Martina Merz,"['Mumbai', 'Pune', 'Chennai', 'Bangalore', 'Kolkata', 'New Delhi']","['Engineering', 'Sales & Marketing', 'Operations', 'Human Resources', 'Finance', 'IT']"
344,345,UBS Group,Banks: Commercial and Savings,Bahnhofstr. 45,Zurich,Switzerland,08001,Switzerland,"$40,638",71385.0,UBS,www.ubs.com,Ralph Hamers,"['Mumbai', 'Bangalore', 'Gurgaon']","['Investment Banking', 'Wealth Management', 'Asset Management', 'Technology']"
345,346,Taikang Insurance Group,"Insurance: Life, Health (Mutual)",156 Fuxingmennei St.,Beijing,China,100031,China,"$40,608",58853.0,,www.taikang.com,Chen Dongsheng,[],['Taikang Insurance Group does not have offices or hire in India.']
346,347,TIAA,"Insurance: Life, Health (Mutual)",730 Third Ave.,New York,New York,10017,U.S.,"$40,526",15065.0,,www.tiaa.org,,[],"['TIAA does not have offices in India.  While TIAA may hire in India, they have not publicly disclosed their hiring practices in the region.']"
347,348,Oracle,Computer Software,2300 Oracle Pkwy.,Austin,Texas,78741,U.S.,"$40,479",132000.0,ORCL,www.oracle.com,Safra A. Catz,"['Bangalore', 'Chennai', 'Hyderabad', 'Mumbai', 'Pune', 'Gurgaon']","['Engineering', 'Product Development', 'Sales', 'Marketing', 'Finance', 'HR', 'Customer Support']"
348,349,Quanta Computer,"Computers, Office Equipment",211 Wenhua Second Rd.,Taoyuan,Taiwan,00333,Taiwan,"$40,440",91313.0,,www.quantatw.com,Barry Lam,"['Bengaluru', 'Gurgaon', 'Hyderabad']","['Engineering', 'Sales', 'Marketing', 'Customer Support']"
349,350,Deutsche Bank,Banks: Commercial and Savings,Taunusanlage 12,Frankfurt,Germany,60325,Germany,"$40,188",82969.0,DB,www.db.com,Christian Sewing,"['Mumbai', 'Bangalore', 'Gurgaon', 'Chennai', 'Hyderabad']","['Technology', 'Operations', 'Finance', 'Risk', 'Compliance', 'Human Resources', 'Marketing']"
350,351,Mitsubishi Electric,"Electronics, Electrical Equip.",2-7-3 Marunouchi,Tokyo,Japan,100-8310,Japan,"$39,852",145696.0,MIELY,www.mitsubishielectric.com,Takeshi Sugiyama,"['Ahmedabad', 'Bangalore', 'Chennai', 'Delhi', 'Hyderabad', 'Kolkata', 'Mumbai', 'Pune']","['Air Conditioning & Refrigeration Systems', 'Building Technologies', 'Factory Automation', 'Industrial Automation', 'Power Systems', 'Semiconductors', 'Transportation Systems']"
351,352,Banco Bilbao Vizcaya Argentaria,Banks: Commercial and Savings,Plaza de San Nicolás 4,Bilbao,Spain,48005,Spain,"$39,807",110432.0,BBVA,www.bbva.com,Onur Genc,"['Mumbai', 'New Delhi']","['Corporate & Investment Banking', 'Global Markets', 'Retail Banking']"
352,353,Anhui Conch Group,"Building Materials, Glass",39 Wenhua Rd.,Wuhu,China,241000,China,"$39,700",59739.0,,www.chinaconch.com,Tian Yuntian,[],[]
353,354,Daiwa House Industry,Engineering & Construction,3-3-5 Umeda,Osaka,Japan,530-8241,Japan,"$39,520",48831.0,DWAHY,www.daiwahouse.co.jp,,[],"['Daiwa House Industry does not have offices in India. Therefore, it does not hire in India.']"
354,355,Thermo Fisher Scientific,"Scientific, Photographic & Control Equipment",168 Third Ave.,Waltham,Massachusetts,02451,U.S.,"$39,211",129000.0,TMO,www.thermofisher.com,Marc N. Casper,"['Bangalore', 'Chennai', 'Hyderabad', 'Mumbai', 'New Delhi', 'Pune']","['Life Sciences', 'Analytical Instruments', 'Laboratory Products', 'Specialty Diagnostics', 'Pharma Services', 'Biopharma Services', 'Industrial & Environmental Technologies', 'Healthcare Solutions']"
355,356,New Hope Holding Group,Food Production,Ningbo E. Rd.,Chengdu,China,610200,China,"$39,169",130887.0,,www.newhopegroup.com,,[],['New Hope Holding Group does not have any offices or hiring in India.']
356,357,Koç Holding,Energy,Nakkastepe Azizbey Sok. 1,Istanbul,Turkey,34674,Turkey,"$39,014",105908.0,KHOLY,www.koc.com.tr,Levent Cakiroglu,[],['Koç Holding does not have offices or hire in India.']
357,358,JFE Holdings,Metals,2-2-3 Uchisaiwai-cho,Tokyo,Japan,100-0011,Japan,"$38,858",64296.0,JFEEF,www.jfe-holdings.co.jp,Koji Kakigi,[],"['JFE Steel India Pvt Ltd, a subsidiary of JFE Holdings, is primarily focused on trading and distribution of steel products. While it is unclear if they directly hire for engineering or other technical roles, you can check their website or job boards for potential opportunities.']"
358,359,Coca-Cola,Beverages,1 Coca-Cola Plaza,Atlanta,Georgia,30313,U.S.,"$38,655",79000.0,KO,www.coca-colacompany.com,James R. Quincey,"['Mumbai', 'Delhi', 'Kolkata', 'Bangalore', 'Hyderabad', 'Chennai']","['Marketing', 'Sales', 'Finance', 'Human Resources', 'Operations', 'Information Technology', 'Legal']"
359,360,Guangzhou Municipal Construction Group,Engineering & Construction,4 Guangwei Rd.,Guangzhou,China,510030,China,"$38,624",43052.0,,www.gzmcg.com,,[],[]
360,361,General Dynamics,Aerospace & Defense,11011 Sunset Hills Rd.,Reston,Virginia,20190,U.S.,"$38,469",103100.0,GD,www.gd.com,Phebe N. Novakovic,"['Bangalore', 'Hyderabad', 'Pune', 'New Delhi']","['Engineering', 'Information Technology', 'Business Development', 'Project Management', 'Sales']"
361,362,CHS,Food Production,5500 Cenex Dr.,Inver Grove Heights,Minnesota,55077,U.S.,"$38,448",9941.0,,www.chsinc.com,Jay D. Debertin,[],[]
362,363,Beijing Jianlong Heavy Industry Group,Metals,"188, West Rd., S. Ring 4",Beijing,China,100070,China,"$38,357",57568.0,,www.ejianlong.com,Zhixiang Zhang,[],[]
363,364,China National Nuclear,Energy,1 Nansanxiang Sanlihe,Beijing,China,100822,China,"$38,328",181100.0,,www.cnnc.com.cn,Yu Jianfeng / Jianfeng Yu,[],['China National Nuclear Corporation (CNNC) does not have offices or directly hire in India. Their operations are primarily within China.']
364,365,ACS,Engineering & Construction,Av. Pio XII 102,Madrid,Spain,28036,Spain,"$38,317",105553.0,ACSAY,www.grupoacs.com,Florentino Perez Rodriguez,"['Mumbai', 'Bangalore', 'Hyderabad', 'Chennai', 'Pune']","['Research and Development', 'Engineering', 'Sales and Marketing', 'Customer Support']"
365,366,Toronto-Dominion Bank,Banks: Commercial and Savings,King St. W. and Bay St.,"Toronto, Ontario",Canada,M5K 1A2,Canada,"$38,275",89464.0,TD,www.td.com,Bharat B. Masrani,[],"['TD Bank does not have physical branches or offices in India. However, they may hire for specific roles remotely, often in areas like technology and support.']"
366,367,L'Oréal,Household and Personal Products,41 Rue Martre,Clichy,France,92110,France,"$38,175",85412.0,LRLCY,www.loreal.com,Jean-Paul Agon,"['Mumbai', 'Gurgaon', 'Bangalore', 'Chennai', 'Hyderabad']","['Research and Innovation', 'Marketing', 'Sales', 'Finance', 'Human Resources', 'Supply Chain', 'Information Technology', 'Legal']"
367,368,Energie Baden-Württemberg,Utilities,Durlacher Allee 93,Karlsruhe,Germany,76131,Germany,"$38,010",24519.0,,www.enbw.com,Frank Mastiaux,[],[]
368,369,LG Chem,Chemicals,128 Yeoui-daero,Seoul,South Korea,07336,South Korea,"$37,830",40000.0,,www.lgchem.co.kr,Hak-Cheol Shin,"['Mumbai', 'New Delhi', 'Bangalore']","['Sales', 'Marketing', 'Research and Development', 'Manufacturing', 'Engineering', 'Human Resources', 'Finance', 'Legal']"
369,370,Tata Motors,Motor Vehicles & Parts,24 Homi Mody St.,Mumbai,India,400001,India,"$37,797",73608.0,TTM,www.tatamotors.com,Guenter Butschek,"['Pune', 'Mumbai', 'Chennai', 'Kolkata', 'Delhi', 'Bangalore', 'Hyderabad', 'Chandigarh', 'Lucknow', 'Jaipur', 'Ahmedabad', 'Coimbatore', 'Vadodara', 'Surat', 'Indore', 'Nagpur', 'Kanpur', 'Visakhapatnam', 'Ghaziabad', 'Faridabad', 'Bhubaneswar', 'Patna', 'Ranchi', 'Amritsar', 'Ludhiana', 'Jodhpur', 'Agra', 'Nashik', 'Aurangabad', 'Rajkot', 'Dehradun', 'Guwahati', 'Vijayawada', 'Madurai', 'Kochi', 'Thiruvananthapuram', 'Mangalore', 'Mysore', 'Salem', 'Tiruchirappalli', 'Tirupati', 'Warangal', 'Gwalior', 'Jabalpur', 'Raipur', 'Bhopal', 'Kota', 'Meerut', 'Jalandhar', 'Vadodara', 'Surat', 'Indore', 'Nagpur', 'Kanpur', 'Visakhapatnam', 'Ghaziabad', 'Faridabad', 'Bhubaneswar', 'Patna', 'Ranchi', 'Amritsar', 'Ludhiana', 'Jodhpur', 'Agra', 'Nashik', 'Aurangabad', 'Rajkot', 'Dehradun', 'Guwahati', 'Vijayawada', 'Madurai', 'Kochi', 'Thiruvananthapuram', 'Mangalore', 'Mysore', 'Salem', 'Tiruchirappalli', 'Tirupati', 'Warangal', 'Gwalior', 'Jabalpur', 'Raipur', 'Bhopal', 'Kota', 'Meerut', 'Jalandhar']","['Engineering', 'Manufacturing', 'Sales and Marketing', 'Finance', 'Human Resources', 'Information Technology', 'Legal', 'Corporate Affairs', 'Research and Development', 'Quality', 'Supply Chain Management', 'After Sales Service']"
370,371,ELO Group,Food & Drug Stores,40 Ave. de Flandre,Croix,France,59170,France,"$37,677",153005.0,,www.groupe-elo.com,,[],['ELO Group does not have offices or hire in India.']
371,372,Shenzhen Investment Holdings,Diversified Financials,4009 Shennan Rd.,Shenzhen,China,518000,China,"$37,599",86030.0,,www.sihc.com.cn/en,,[],['Shenzhen Investment Holdings does not have any offices in India and does not hire in India.']
372,373,SK Hynix,Semiconductors & Other Electronic Components,"2091 Gyeongchung-daero, Bubal-eup","Icheon, Gyeonggi-do",South Korea,17336,South Korea,"$37,574",38352.0,,www.skhynix.com,,"['Bangalore', 'Hyderabad']","['Engineering', 'Sales', 'Marketing', 'Operations']"
373,374,Barclays,Banks: Commercial and Savings,1 Churchill Place,London,Britain,E14 5HP,Britain,"$37,562",81600.0,BCS,www.home.barclays,James E Staley,"['Bangalore', 'Mumbai', 'Gurgaon', 'Chennai', 'Hyderabad']","['Technology', 'Operations', 'Finance', 'Risk', 'Compliance', 'Human Resources', 'Marketing', 'Sales']"
374,375,Enbridge,Pipelines,425 First St. S.W.,"Calgary, Alberta",Canada,T2P 3L8,Canada,"$37,549",11950.0,ENB,www.enbridge.com,Al Monaco,[],['Enbridge does not have offices or hiring in India. They primarily operate in North America.']
375,376,Cathay Financial Holding,"Insurance: Life, Health (Stock)",296 Ren-Ai Rd.,Taipei,Taiwan,00106,Taiwan,"$37,534",57100.0,,www.cathayholdings.com,Hong-Tu Tsai,[],['Cathay Financial Holding does not have offices in India and does not hire in India.']
376,377,Meiji Yasuda Life Insurance,"Insurance: Life, Health (Mutual)",2-1-1 Marunouchi,Tokyo,Japan,100-0005,Japan,"$37,516",48179.0,,www.meijiyasuda.co.jp,Akio Negishi,[],['Meiji Yasuda Life Insurance does not currently have offices or hire in India.']
